event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
AFG69479,"13 February 2025",2025,2,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","LGBTQ+ (Afghanistan)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Takhar,"Yangi Qala",,"Yangi Qala",37.4657,69.6113,2,"Afghan Islamic Press News Agency; Hasht-e Subh",National,"Around 13 February 2025 (as reported), four men and one woman, were publicly flogged 39 lashes each and sentenced to 1 year and 6-7 months in prison by the Taliban in Yangi Qala district, Takhar. An unknown number of them were accused of homosexuality.",0,,1739920958
AFG69485,"13 February 2025",2025,1,"Strategic developments","Strategic developments",Other,"Government of Afghanistan (2021-)","Police Forces of Afghanistan (2021-) General Directorate of Intelligence","State forces","Civilians (Afghanistan)","Journalists (Afghanistan)",Civilians,"State forces-Civilians",,4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,3,"Amu TV; Committee to Protect Journalists",Other-National,"Other: On 13 February 2025, Taliban's Ministry of Information and Culture and the Taliban intelligence agency banned all domestic media organizations from broadcasting political and economic programs until further notice [coded to Kabul]. The outlets were told they could only address these issues through the Taliban's spokespersons.",0,,1739920959
AFG69502,"13 February 2025",2025,1,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Labor Group (Afghanistan)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Herat,Herat,,Herat,34.3482,62.1997,3,"Zawia News",National,"On 13 February 2025, an elderly watchman was severely beaten by Taliban Vice and Virtue members in Herat province. The incident occurred after the Taliban argued with a barber in a market, accusing him of shaving people's beards despite repeated warnings and the watchman intervened to mediate.",0,,1740519966
AFG69482,"12 February 2025",2025,2,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Afghanistan (2021-)",,"State forces","Unidentified Armed Group (Afghanistan)",,"Political militia","State forces-Political militia",,4,"Caucasus and Central Asia",Afghanistan,Takhar,Farkhar,,Khurmab,36.5777,69.9644,2,"Afghan Islamic Press News Agency; Afghan Ministry of Defense; Pajhwok Afghan News",Other-National,"Weapons seizure: Around 12 February 2025 (as reported), Taliban military personnel of the Second Brigade of the Omari Corps seized various types of light and heavy weapons ammunition including six mortar shells, 52 hand grenade launchers, six boxes of Russian mortar shells, two boxes of 82mm Russian shells, five anti-personnel mines, 18 boxes of Russian Pika's bullets, 21 mortar bullets, nine rocket shells, one rocket bullet, a pair of non-destructive daytime binoculars and two Russian Kalashnikovs from an unknown group in the Khurmab village of Farkhar district, Takhar. One suspect escaped.",0,,1739920958
AFG69484,"12 February 2025",2025,1,"Political violence",Riots,"Mob violence","Rioters (Afghanistan)",,Rioters,"Civilians (Afghanistan)","Health Workers (Afghanistan); Labor Group (Afghanistan)",Civilians,Rioters-Civilians,"Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Nimruz,Zaranj,,Zaranj,30.9667,61.8833,1,"Hasht-e Subh; Shafaqna",National,"On 12 February 2025, doctors and staff at Nimroz Provincial Hospital were severely beaten by relatives of patients who were transferred to the hospital after a traffic accident in Zaranj city, Nimruz. One of the doctors went into a coma after the attack.",0,"crowd size=no report",1739920959
AFG69476,"11 February 2025",2025,1,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Aid Workers (Afghanistan); Labor Group (Afghanistan)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Kandahar,Kandahar,,Kandahar,31.6133,65.7101,3,"Hasht-e Subh; Zawia News",National,"On 11 February 2025, Taliban forces stormed the INTERSOS international organization office in Kandahar province, beating and expelling its guards and employees. Taliban leader Mullah Haibatullah Akhundzada ordered the suspension of INTERSOS's activities across all provinces on charges of espionage. INTERSOS, an organization working in the health sector and providing emergency humanitarian services throughout Afghanistan, had its license revoked by the Taliban's Ministry of Economy, which also ordered the return of its assets. Sources said that the main motive behind the closure was the organization's recent staff reductions, including the dismissal of Taliban-appointed relatives and members, following the closure of USAID.",0,,1739920958
AFG69483,"11 February 2025",2025,2,"Strategic developments","Strategic developments",Other,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)",,Civilians,"State forces-Civilians",,4,"Caucasus and Central Asia",Afghanistan,Takhar,Chahab,,Chahab,37.3977,69.8146,2,"Amu TV; Hasht-e Subh",National,"Other: Around 11 February 2025 (as reported), locals stated that their houses, agricultural and grazing lands, forests, pastures, and green areas were destroyed in Chahab district, Takhar, during gold mining extraction process, approved by the Taliban government.",0,,1739920958
AFG69493,"11 February 2025",2025,1,"Political violence","Explosions/Remote violence","Suicide bomb","Islamic State Khorasan Province (ISKP)",,"Rebel group","Military Forces of Afghanistan (2021-)","Civilians (Afghanistan); Labor Group (Afghanistan); Police Forces of Afghanistan (2021-); Teachers (Afghanistan)","State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Kunduz,Kunduz,,Kunduz,36.729,68.857,1,"Aamaj News; Afghan Islamic Press News Agency; Amu TV; AP; Etilaat e Roz; Hasht-e Subh; Khaama Press; Kokcha Press; Twitter","New media-National","On 11 February 2025, an IS suicide bomber detonated himself outside the Kabul Bank in Kunduz city, where Taliban members and civilians were waiting in line to receive salaries and withdraw money. There are varying reports on fatalities, 15-30 people, mostly Taliban defense ministry members, reported to have been killed and 14-40 wounded in the explosion. Among the killed were a bank guard, 8 Taliban army and police members, a Taliban security commander, and a university professor. The Taliban claimed that 8 people, including their members, bank guards, and civilians, were killed, with 7 others wounded, while the IS claimed that dozens of Taliban members, including security commanders, were killed and wounded in the attack. One Taliban member claimed that 20 Taliban members and 4 civilians were killed, with 12 others wounded in the attack. The bodies of 18 deceased were brought to a local medical facility. Prior to this attack, the Taliban had reportedly instructed their fighters not to visit Kabul Bank branches to collect their salaries. Fatalities coded as 19 based on bodies received at the local medical facility, and including the suicide bomber.",19,,1739920959
AFG69501,"11 February 2025",2025,2,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Government of Afghanistan (2021-); Hazara Ethnic Group (Afghanistan); Tajik Ethnic Group (Afghanistan)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,"Etilaat e Roz",National,"Around 11 February 2025 (week of), the Taliban's technical deputy of the passport office in Kabul city fired seven employees, five women and two men, who were of Hazara and Tajik ethnicity. Two of them were beaten severely with an electric wire that one fainted from the assault, on charges of entering fake documents into the system.",0,,1740519966
AFG69531,"11 February 2025",2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Police Forces of Afghanistan (2021-) General Directorate of Intelligence",,"State forces","Civilians (Afghanistan)",,Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,"Amu TV; Etilaat e Roz",National,"On 11 February 2025, Taliban intelligence arrested a social activist from the Khair Khana area of Kabul city. He was a resident of Abdullah Khel valley in Darah district, Panjshir. The motive behind his arrest and his whereabouts remained unknown. He had no political activities. His relatives said that he had been previously arrested by the Taliban two years ago and had spent six months in a Taliban prison.",0,,1740519966
AFG69486,"10 February 2025",2025,1,"Strategic developments","Strategic developments",Other,"Unidentified Armed Group (Afghanistan)",,"Political militia","Civilians (Afghanistan)",,Civilians,"Political militia-Civilians",,4,"Caucasus and Central Asia",Afghanistan,Farah,Shibkoh,,"Qala i Kah",32.1424,61.4469,2,"Afghan Islamic Press News Agency; Etilaat e Roz; Hasht-e Subh",National,"Explosive remnants of war: On 10 February 2025, 2-3 young men were killed and 2-3 others wounded when their car hit an unexploded improvised explosive device, a remnant of the war, near Meel-78 in Sheikh Abu Nasr Farahi port in Shibkoh (Qala-I-Kah) district (coded to Qala i Kah), Farah. Fatalities coded as 2 based on the lowest estimate.",2,,1739920959
AFG69489,"10 February 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Afghanistan)","Labor Group (Afghanistan)",Protesters,,,,"Protesters only",,4,"Caucasus and Central Asia",Afghanistan,Takhar,Chahab,,Samti,37.5943,69.865,1,"Amu TV; Hasht-e Subh; Kokcha Press",National,"On 10 February 2025, dozens of residents from the Samti area of Chahab district, Takhar, continued their protests for the second day against the handover of the district's Samti gold mine to Taliban-backed contracting companies from southern and eastern Pashtun provinces. They claimed that the Taliban were plundering the district's gold reserves and no share of these natural resources was allocated to poor local residents, saying that the company was preventing local miners to extract, despite mining being their only source of income. Protesters also stated that the indiscriminate mining process had destroyed their houses and agricultural lands (coded separately), with no attention given to environmental protection. They further claimed that repeated appeals to the Taliban's local administration in Takhar had gone unanswered and accused some Taliban commanders of smuggling gold from the district. Sources claimed that the Al-Qaeda network has returned to Afghanistan and is profiting significantly from mining operations in Takhar and Badakhshan under Taliban protection. The report estimated that since mining began in early 2022, Al-Qaeda has earned approximately $194.4 million, while the Taliban generate more than $25 million per month from gold mines in these two provinces.",0,"crowd size=dozens",1739920959
AFG69478,"09 February 2025",2025,1,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","LGBTQ+ (Afghanistan)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Urozgan,"Khas Urozgan",,"Khas Urozgan",32.9299,66.6891,2,"Etilaat e Roz; Hasht-e Subh",National,"On 9 February 2025, 3 individuals were publicly flogged between 30-39 lashes and sentenced to 6-18 months in prison by the Taliban in Khas Urozgan district, Urozgan. One of them was accused of homosexuality.",0,,1739920958
